"health","level","moves","r0c0","r0c1","r0c2","r0c3","r0c4","r0c5","r0c6","r1c0","r1c1","r1c2","r1c3","r1c4","r1c5","r1c6","r2c0","r2c1","r2c2","r2c3","r2c4","r2c5","r2c6","r3c0","r3c1","r3c2","r3c3","r3c4","r3c5","r3c6","r4c0","r4c1","r4c2","r4c3","r4c4","r4c5","r4c6","r5c0","r5c1","r5c2","r5c3","r5c4","r5c5","r5c6","r6c0","r6c1","r6c2","r6c3","r6c4","r6c5","r6c6","s0d0","s0d1","s0d2","s0d3","s0d4","s0d5","s0d6","s1d0","s1d1","s1d2","s1d3","s1d4","s1d5","s1d6","s2d0","s2d1","s2d2","s2d3","s2d4","s2d5","s2d6","s3d0","s3d1","s3d2","s3d3","s3d4","s3d5","s3d6","s4d0","s4d1","s4d2","s4d3","s4d4","s4d5","s4d6","s5d0","s5d1","s5d2","s5d3","s5d4","s5d5","s5d6","s6d0","s6d1","s6d2","s6d3","s6d4","s6d5","s6d6"
1,411,44,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","hammer","boulder","boulder","hammer","warp3","warp","hammer","boulder","gem","boulder","boulder","gem","warp2","boulder","gem","boulder","gem","boulder","boulder","hammer","boulder","boulder","gem","boulder","gem","boulder","boulder","hammer","boulder","boulder","gem","boulder","gem","boulder","warp","gem","boulder","boulder","gem","boulder","gem","warp2","warp3","hammer","boulder","boulder","gem",""
1,412,26,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","","","hammer","boulder","gem","boulder","","","","","boulder","warp2","gem","","","gem","warp2","boulder","boulder","boulder","hammer","","warp","warp3","boulder","","","boulder","boulder","boulder","boulder","warp3","gem","","gem","warp","boulder","","gem","gem","boulder","boulder","gem","boulder","","","boulder",""
1,413,25,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","","gem","boulder","boulder","gem","warp2","","gem","warp","boulder","boulder","","gem","gem","warp3","gem","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","gem","boulder","warp2","gem","boulder","boulder","gem","warp3","gem","gem","warp","boulder","boulder","boulder","gem",""
1,414,22,"grass","grass","grass","grass","grass","grass","endClosed","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","start","grass","grass","grass","grass","grass","grass","warp2","gem","","boulder","","","","hammer","warp","boulder","","boulder","","","","boulder","warp3","gem","gem","boulder","","boulder","","gem","boulder","gem","","boulder","","","gem","gem","warp","boulder","","","","","","boulder","warp3","hammer","","","","boulder","","gem","warp2"
1,415,31,"grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","start","grass","grass","grass","grass","grass","endClosed","gem","gem","boulder","boulder","boulder","boulder","warp","gem","boulder","boulder","boulder","boulder","warp2","hammer","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","warp3","hammer","","","boulder","hammer","warp","boulder","boulder","boulder","boulder","","","warp2","warp3","hammer","",""
1,416,27,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","gem","boulder","boulder","boulder","boulder","boulder","boulder","warp","warp3","warp2","","hammer","boulder","gem","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","boulder","gem","boulder","hammer","","warp3","warp","warp2","boulder","boulder","boulder","boulder","boulder","boulder","gem",""
1,417,24,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","hammer","boulder","boulder","gem","gem","warp2","hammer","warp","boulder","boulder","gem","warp3","gem","boulder","boulder","","","","gem","gem","boulder","boulder","","","","boulder","boulder","gem","gem","","","","boulder","boulder","gem","warp2","gem","boulder","boulder","warp3","","warp","gem","gem","boulder","boulder","",""
1,418,39,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","marsh","grass","grass","grass","grass","grass","grass","marsh","marsh","endClosed","","boulder","boulder","gem","boulder","warp2","warp","","sword","boulder","boulder","boulder","boulder","warp3","gem","gem","boulder","boulder","boulder","gem","gem","gem","gem","boulder","boulder","boulder","gem","gem","gem","gem","boulder","boulder","boulder","gem","gem","warp","boulder","boulder","boulder","enemy","hammer","","warp3","warp2","boulder","boulder","gem","enemy",""
1,419,36,"start","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","grass","marsh","endClosed","","warp","","","","","","warp3","warp2","","","","gem","","","","","","gem","warp3","gem","","","","","","gem","","","","gem","","","gem","","","gem","warp","gem","gem","warp2","gem","","","gem","","","gem",""
1,420,41,"start","grass","grass","grass","grass","grass","marsh","grass","grass","grass","grass","grass","marsh","grass","grass","grass","grass","grass","marsh","grass","grass","grass","grass","grass","marsh","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","endClosed","","","","","warp3","warp2","hammer","boulder","boulder","boulder","warp","","hammer","warp","boulder","boulder","boulder","boulder","hammer","","warp3","boulder","boulder","boulder","boulder","boulder","warp2","","gem","gem","gem","boulder","boulder","boulder","","gem","heart","gem","boulder","boulder","boulder","","gem","gem","gem","boulder","boulder","boulder",""
1,421,42,"start","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","marsh","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","","","","boulder","warp3","","","boulder","boulder","boulder","boulder","boulder","hammer","","boulder","gem","gem","gem","boulder","","warp","boulder","gem","heart","gem","boulder","","boulder","boulder","gem","gem","gem","boulder","boulder","warp3","boulder","boulder","boulder","boulder","boulder","warp","","","","warp2","boulder","warp2",""
1,422,37,"start","grass","grass","grass","grass","marsh","grass","grass","grass","grass","grass","grass","marsh","grass","grass","grass","marsh","marsh","marsh","marsh","grass","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","marsh","marsh","marsh","grass","grass","marsh","marsh","marsh","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","endClosed","","","warp3","hammer","","","gem","","","boulder","boulder","boulder","","warp2","warp","boulder","gem","gem","gem","","","hammer","boulder","gem","heart","gem","boulder","","","boulder","gem","gem","gem","boulder","warp3","","","","boulder","boulder","","","gem","warp2","","","warp","",""
1,423,43,"start","grass","grass","grass","marsh","grass","marsh","grass","marsh","marsh","marsh","marsh","grass","marsh","grass","marsh","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","grass","grass","marsh","marsh","marsh","grass","grass","marsh","marsh","marsh","grass","marsh","grass","grass","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","grass","grass","endClosed","","warp2","","hammer","boulder","hammer","boulder","warp","boulder","boulder","boulder","boulder","warp3","boulder","warp3","boulder","boulder","boulder","boulder","gem","boulder","boulder","boulder","boulder","gem","gem","boulder","boulder","boulder","gem","gem","boulder","boulder","boulder","warp2","boulder","gem","gem","boulder","boulder","boulder","","boulder","boulder","boulder","boulder","warp","",""
1,424,41,"start","marsh","grass","marsh","grass","grass","marsh","grass","marsh","grass","grass","grass","grass","marsh","marsh","grass","grass","marsh","grass","grass","grass","grass","grass","marsh","grass","grass","grass","marsh","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","grass","marsh","grass","grass","grass","grass","grass","endClosed","","","boulder","gem","boulder","","gem","warp","gem","boulder","warp2","boulder","boulder","hammer","gem","boulder","boulder","gem","boulder","boulder","warp3","boulder","boulder","gem","boulder","boulder","boulder","hammer","boulder","boulder","boulder","warp3","boulder","boulder","","warp","boulder","boulder","","boulder","boulder","boulder","hammer","boulder","boulder","warp2","","boulder",""
1,425,62,"start","grass","marsh","grass","grass","grass","grass","grass","grass","marsh","marsh","grass","grass","grass","marsh","marsh","grass","marsh","marsh","grass","grass","grass","marsh","marsh","grass","marsh","marsh","marsh","grass","grass","marsh","marsh","grass","grass","marsh","grass","grass","grass","marsh","grass","grass","grass","grass","grass","grass","marsh","marsh","grass","endClosed","","warp","","boulder","boulder","gem","warp3","warp","boulder","","","boulder","boulder","","","","boulder","","","boulder","boulder","boulder","","","boulder","","","gem","boulder","boulder","","","boulder","warp2","boulder","hammer","boulder","boulder","","warp3","boulder","boulder","warp2","","boulder","gem","","boulder",""
1,426,37,"start","grass","grass","marsh","grass","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","grass","grass","marsh","marsh","marsh","grass","grass","marsh","marsh","marsh","grass","marsh","marsh","grass","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","grass","grass","marsh","marsh","marsh","endClosed","","gem","gem","","gem","gem","warp2","","","warp","","","","","","gem","gem","","warp3","","gem","gem","","","","gem","","","gem","","","","gem","","","warp2","","","","","gem","","warp","gem","gem","","","warp3",""
1,427,41,"start","marsh","grass","marsh","marsh","marsh","grass","grass","marsh","marsh","grass","marsh","marsh","marsh","grass","marsh","grass","marsh","grass","grass","grass","marsh","grass","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","grass","marsh","marsh","marsh","grass","marsh","marsh","grass","grass","marsh","marsh","grass","grass","endClosed","","","boulder","","","","boulder","warp","","","boulder","","","","gem","enemy","gem","enemy","gem","gem","warp3","enemy","gem","warp2","","enemy","enemy","","enemy","","","","warp2","enemy","","gem","enemy","","hammer","warp","","enemy","warp3","gem","enemy","","","",""
1,428,42,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","gem","enemy","gem","sword","enemy","","","enemy","enemy","warp","enemy","enemy","","","enemy","enemy","gem","enemy","enemy","enemy","gem","","enemy","enemy","enemy","enemy","gem","warp","gem","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","gem","enemy","warp2","enemy","enemy","enemy","warp2",""
1,429,56,"marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","start","marsh","marsh","marsh","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","gem","gem","enemy","","enemy","gem","gem","boulder","boulder","enemy","","enemy","warp2","","","","enemy","","enemy","","hammer","","","enemy","","enemy","","","","","enemy","","enemy","","","","","enemy","","enemy","","","warp","gem","enemy","","enemy","warp2","warp"
1,430,73,"marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","enemy","warp2","","","","","sword","enemy","enemy","enemy","enemy","enemy","enemy","enemy","gem","enemy","enemy","enemy","","enemy","gem","warp","gem","enemy","enemy","enemy","gem","gem","enemy","gem","","enemy","gem","enemy","warp3","gem","enemy","enemy","gem","warp","warp2","enemy","gem","warp3","gem","gem","enemy","enemy","enemy"
1,431,58,"start","marsh","marsh","marsh","marsh","marsh","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","","gem","","","","gem","","","boulder","boulder","boulder","boulder","boulder","warp3","warp","enemy","enemy","enemy","enemy","enemy","boulder","boulder","enemy","gem","gem","gem","enemy","boulder","boulder","enemy","gem","gem","gem","enemy","warp2","warp","enemy","enemy","enemy","enemy","enemy","warp3","hammer","hammer","boulder","boulder","warp2","sword","boulder"
1,432,74,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","sword","enemy","enemy","enemy","enemy","","","enemy","enemy","gem","gem","enemy","","enemy","gem","enemy","enemy","gem","enemy","enemy","enemy","gem","enemy","enemy","enemy","enemy","gem","enemy","enemy","gem","gem","sword","enemy","gem","enemy","sword","enemy","enemy","enemy","enemy","gem","sword","enemy","","","",""
1,433,79,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","sword","","","enemy","gem","sword","sword","enemy","","","gem","boulder","enemy","","","warp","","enemy","gem","","","","","enemy","","","","enemy","gem","enemy","","warp","","enemy","gem","boulder","gem","","","","enemy","enemy","gem","enemy","","","",""
1,434,64,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","sword","","enemy","gem","warp","warp2","boulder","boulder","boulder","enemy","gem","boulder","boulder","gem","warp","boulder","boulder","boulder","gem","enemy","enemy","boulder","","","gem","warp3","","","boulder","","","","gem","gem","","boulder","gem","","","","warp3","gem","","boulder","warp2","",""
1,435,70,"start","grass","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","marsh","grass","grass","grass","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","","","sword","boulder","boulder","","warp","enemy","enemy","enemy","warp","warp2","","enemy","enemy","gem","enemy","enemy","boulder","","enemy","gem","warp3","gem","enemy","boulder","sword","enemy","enemy","gem","enemy","enemy","boulder","boulder","warp2","enemy","enemy","enemy","","","boulder","warp3","boulder","boulder","boulder","",""
1,436,98,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","","","","enemy","hammer","","enemy","enemy","boulder","gem","gem","gem","","","","","enemy","boulder","enemy","boulder","","","gem","","gem","","gem","enemy","","","gem","","","boulder","enemy","","gem","","gem","hammer","gem","enemy","","","","enemy",""
1,437,81,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","","","","","hammer","enemy","enemy","","","","enemy","enemy","enemy","warp2","","","enemy","gem","gem","enemy","warp","gem","","enemy","gem","gem","enemy","warp2","","","enemy","gem","gem","boulder","warp3","","","","enemy","enemy","enemy","warp3","","","","","","","warp"
1,438,55,"start","marsh","marsh","marsh","marsh","marsh","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","","","","sword","enemy","gem","","","","","warp","enemy","warp","hammer","","","","","enemy","enemy","enemy","boulder","boulder","boulder","boulder","boulder","boulder","boulder","heart","gem","gem","gem","enemy","warp2","gem","heart","gem","gem","gem","enemy","gem","warp2","boulder","boulder","boulder","boulder","boulder","boulder","boulder"
1,439,97,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","","warp","warp3","enemy","gem","gem","gem","","boulder","boulder","enemy","gem","heart","gem","","","boulder","enemy","gem","gem","gem","warp","","boulder","boulder","boulder","boulder","boulder","","","","","boulder","","warp3","boulder","boulder","boulder","","boulder","boulder","boulder","","warp2","boulder","","","warp2","sword"
1,440,66,"start","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","gem","gem","gem","enemy","enemy","gem","gem","sword","sword","sword","enemy","enemy","enemy","gem","sword","sword","sword","enemy","enemy","enemy","gem","sword","sword","sword","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","enemy","gem","enemy","enemy","enemy","enemy","enemy",""
2,441,62,"start","ice","ice","ice","ice","ice","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","","","","","enemy","","gem","gem","","","boulder","gem","","gem","","gem","","boulder","gem","","gem","","","","boulder","sword","","","","","","","boulder","","enemy","enemy","enemy","enemy","warp","","sword","enemy","gem","gem","warp","enemy",""
1,442,67,"start","marsh","marsh","marsh","ice","ice","ice","marsh","marsh","marsh","lava","ice","ice","ice","marsh","marsh","marsh","marsh","ice","ice","ice","marsh","marsh","marsh","marsh","marsh","lava","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","","","sword","gem","enemy","","","","boulder","gem","gem","gem","boulder","","","","gem","gem","sword","boulder","boulder","","","","boulder","enemy","heart","boulder","boulder","","","enemy","hammer","heart","boulder","boulder","","","enemy","hammer","","heart","boulder","boulder","","enemy",""
1,443,42,"ice","ice","ice","ice","ice","ice","endClosed","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","start","ice","ice","ice","ice","ice","ice","boulder","boulder","boulder","sword","boulder","boulder","","boulder","boulder","boulder","","boulder","boulder","boulder","warp2","warp3","boulder","gem","gem","gem","boulder","warp","warp2","boulder","gem","hammer","gem","boulder","warp","warp3","gem","gem","gem","gem","boulder","","","enemy","enemy","enemy","enemy","boulder","","boulder","hammer","hammer","hammer","hammer","hammer"
1,444,52,"start","ice","ice","ice","marsh","marsh","marsh","ice","ice","ice","ice","marsh","marsh","marsh","ice","ice","ice","ice","marsh","marsh","marsh","ice","ice","ice","ice","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","","","boulder","warp3","gem","","hammer","","","boulder","gem","enemy","","","boulder","boulder","boulder","enemy","warp3","","","boulder","boulder","warp2","enemy","enemy","boulder","boulder","boulder","gem","warp","enemy","gem","warp","","enemy","enemy","enemy","gem","gem","sword","enemy","warp2","","gem","gem",""
2,445,53,"start","ice","marsh","marsh","marsh","marsh","marsh","ice","ice","ice","ice","ice","ice","ice","grass","ice","marsh","marsh","marsh","marsh","marsh","grass","ice","marsh","marsh","marsh","marsh","marsh","grass","ice","marsh","marsh","marsh","marsh","marsh","grass","ice","marsh","marsh","marsh","marsh","marsh","grass","ice","marsh","marsh","marsh","marsh","endClosed","","","enemy","boulder","boulder","warp","warp2","","","","gem","gem","gem","enemy","boulder","","","boulder","boulder","warp","boulder","gem","","","heart","","enemy","warp2","gem","","","","","enemy","enemy","boulder","","","gem","gem","hammer","boulder","sword","boulder","","","gem","gem",""
1,446,33,"start","marsh","marsh","marsh","marsh","marsh","endClosed","marsh","ice","ice","ice","ice","marsh","marsh","marsh","ice","marsh","ice","ice","ice","grass","marsh","ice","ice","ice","ice","ice","grass","marsh","ice","ice","ice","marsh","ice","marsh","grass","marsh","ice","ice","ice","ice","marsh","marsh","marsh","marsh","marsh","marsh","marsh","marsh","","","enemy","enemy","","","","","","","","","hammer","","boulder","","gem","","","","enemy","enemy","","","gem","","","boulder","enemy","","","","gem","","enemy","boulder","sword","","","","","enemy","","","enemy","enemy","","","sword"
1,447,31,"start","grass","marsh","marsh","marsh","grass","marsh","marsh","marsh","marsh","marsh","grass","marsh","marsh","marsh","grass","marsh","marsh","grass","marsh","grass","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","endClosed","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","","warp","","","heart","warp2","hammer","","","heart","heart","warp2","heart","","heart","warp","heart","","warp3","","warp3","enemy","enemy","enemy","enemy","enemy","enemy","boulder","gem","enemy","gem","gem","gem","enemy","gem","","gem","gem","enemy","gem","gem","gem","enemy","enemy","enemy","enemy","enemy","enemy","enemy"
1,448,61,"start","marsh","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","ice","marsh","marsh","ice","marsh","marsh","ice","marsh","marsh","ice","marsh","ice","marsh","marsh","marsh","ice","marsh","ice","marsh","ice","marsh","ice","marsh","marsh","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","marsh","endClosed","","","","","","","gem","","","enemy","gem","","","","","gem","enemy","enemy","gem","","","gem","enemy","","gem","enemy","gem","","enemy","sword","gem","enemy","gem","","gem","","gem","enemy","sword","sword","gem","","","","","","","",""
1,449,39,"start","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","ice","marsh","marsh","ice","ice","ice","marsh","marsh","marsh","marsh","marsh","marsh","marsh","ice","ice","ice","ice","marsh","ice","marsh","ice","marsh","marsh","marsh","marsh","marsh","marsh","ice","marsh","endClosed","marsh","marsh","marsh","marsh","ice","marsh","marsh","marsh","","","gem","","","sword","","","","gem","","gem","","","gem","gem","gem","enemy","","","","","","enemy","gem","gem","gem","gem","","gem","","gem","","","","sword","","","gem","","","","","","","gem","","",""
1,450,22,"start","ice","ice","ice","ice","ice","marsh","ice","ice","marsh","ice","ice","marsh","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","marsh","ice","ice","marsh","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","endClosed","","","","","","warp3","hammer","warp","boulder","gem","boulder","","heart","warp2","warp3","","","","","","","","","","","","enemy","","","","","","","gem","","","gem","","","","enemy","","enemy","","sword","","warp","warp2",""
1,451,15,"start","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","endClosed","","","","","enemy","warp2","enemy","","","boulder","","gem","hammer","warp3","","","","","","","gem","","","gem","","","warp","","","boulder","","","","gem","","warp","","","","","boulder","warp2","boulder","gem","","","warp3","gem","boulder"
1,452,16,"start","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","lava","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","ice","endClosed","","gem","","","","","warp3","gem","boulder","gem","gem","gem","warp2","","","gem","warp","","sword","gem","enemy","","gem","","","","gem","","","gem","heart","","warp3","gem","","","warp2","gem","gem","gem","boulder","gem","warp","","enemy","","","","enemy"
