hash,level,moves,health,r0c0,r0c1,r0c2,r0c3,r0c4,r0c5,r1c0,r1c1,r1c2,r1c3,r1c4,r1c5,r2c0,r2c1,r2c2,r2c3,r2c4,r2c5,r3c0,r3c1,r3c2,r3c3,r3c4,r3c5,r4c0,r4c1,r4c2,r4c3,r4c4,r4c5,r5c0,r5c1,r5c2,r5c3,r5c4,r5c5,s0d0,s0d1,s0d2,s0d3,s0d4,s0d5,s1d0,s1d1,s1d2,s1d3,s1d4,s1d5,s2d0,s2d1,s2d2,s2d3,s2d4,s2d5,s3d0,s3d1,s3d2,s3d3,s3d4,s3d5,s4d0,s4d1,s4d2,s4d3,s4d4,s4d5,s5d0,s5d1,s5d2,s5d3,s5d4,s5d5
290,290,15,1,start,grass,marsh,grass,ice,,grass,ice,ice,marsh,grass,,ice,marsh,ice,ice,ice,,marsh,marsh,marsh,grass,ice,,marsh,ice,ice,ice,endClosed,,,,,,,,,gem,,gem,warp,,,,,sword,gem,,,,,,gem,,warp2,,,gem,warp2,,enemy,gem,,warp,,,,,,,,
291,291,21,2,start,grass,ice,grass,endClosed,,marsh,marsh,ice,ice,marsh,,ice,grass,ice,marsh,ice,,ice,marsh,grass,marsh,ice,,ice,marsh,ice,ice,marsh,,,,,,,,,gem,,gem,,,,enemy,,enemy,sword,,enemy,gem,,,,,,,gem,sword,enemy,,enemy,gem,,gem,enemy,,,,,,,
292,292,25,1,start,grass,grass,ice,marsh,,ice,marsh,ice,marsh,ice,,ice,marsh,endClosed,grass,marsh,,ice,ice,marsh,marsh,grass,,marsh,ice,ice,grass,ice,,,,,,,,,gem,gem,gem,enemy,,,,,,gem,,,,,heart,,,gem,,,,gem,,enemy,gem,,gem,,,,,,,,
293,293,23,1,grass,grass,grass,grass,grass,,grass,start,ice,ice,grass,,grass,ice,ice,ice,grass,,grass,ice,ice,endClosed,grass,,grass,grass,grass,grass,grass,,,,,,,,gem,boulder,,enemy,sword,,boulder,,warp,gem,enemy,,,warp2,sword,warp,,,enemy,gem,warp2,,enemy,,sword,enemy,,enemy,hammer,,,,,,,
294,294,20,1,start,grass,marsh,grass,ice,,grass,ice,marsh,ice,ice,,ice,marsh,ice,marsh,grass,,marsh,marsh,endClosed,grass,ice,,marsh,grass,ice,marsh,ice,,,,,,,,,gem,,warp2,hammer,,gem,,warp,warp2,enemy,,,boulder,,boulder,boulder,,warp,sword,,boulder,gem,,boulder,gem,,boulder,gem,,,,,,,
295,295,24,1,start,marsh,ice,ice,grass,,ice,ice,grass,marsh,ice,,marsh,grass,ice,marsh,marsh,,grass,ice,grass,ice,ice,,ice,marsh,marsh,endClosed,grass,,,,,,,,,,,boulder,gem,,,,gem,,boulder,,,gem,,,,,gem,,gem,boulder,boulder,,,,,,hammer,,,,,,,
296,296,22,1,start,grass,ice,grass,ice,,ice,marsh,marsh,ice,grass,,grass,ice,marsh,marsh,grass,,ice,marsh,ice,marsh,ice,,ice,grass,ice,endClosed,grass,,,,,,,,,gem,,enemy,,,gem,,,,gem,,enemy,gem,,,sword,,gem,,,,,,gem,enemy,,,gem,,,,,,,
297,297,22,1,start,grass,grass,grass,grass,,endClosed,marsh,grass,marsh,grass,,grass,grass,marsh,grass,grass,,grass,marsh,grass,marsh,grass,,grass,grass,grass,grass,grass,,,,,,,,,hammer,boulder,,warp,,,boulder,gem,boulder,hammer,,boulder,gem,boulder,gem,boulder,,,boulder,gem,boulder,warp2,,hammer,warp2,boulder,hammer,warp,,,,,,,
298,298,28,1,start,ice,ice,ice,endClosed,,marsh,marsh,marsh,marsh,ice,,marsh,ice,marsh,ice,ice,,ice,marsh,marsh,ice,marsh,,ice,ice,ice,ice,marsh,,,,,,,,,,,gem,,,,,,,gem,,,hammer,,,,,boulder,,,,enemy,,gem,boulder,gem,gem,heart,,,,,,,
299,299,36,1,start,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,endClosed,,,,,,,,,warp,enemy,enemy,enemy,,sword,enemy,sword,enemy,gem,,enemy,gem,enemy,warp2,enemy,,enemy,enemy,warp,enemy,sword,,enemy,gem,enemy,warp2,,,,,,,,
300,300,43,1,start,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,marsh,,marsh,marsh,marsh,marsh,endClosed,,,,,,,,,enemy,sword,enemy,gem,,sword,enemy,enemy,enemy,sword,,enemy,enemy,sword,enemy,enemy,,sword,enemy,gem,enemy,enemy,,enemy,gem,gem,enemy,,,,,,,,
301,301,26,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,gem,gem,gem,gem,gem,gem,gem,heart,heart,heart,gem,gem,heart,gem,heart,heart,gem,gem,heart,heart,gem,heart,gem,gem,heart,heart,heart,gem,gem,gem,gem,gem,gem,gem,
302,302,36,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,hammer,hammer,boulder,gem,,,hammer,boulder,gem,boulder,hammer,hammer,boulder,gem,boulder,gem,hammer,boulder,gem,boulder,gem,boulder,boulder,gem,boulder,gem,boulder,gem,gem,boulder,gem,boulder,gem,
303,303,28,1,start,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,heart,,,heart,,,,,,,enemy,,,boulder,boulder,enemy,hammer,sword,boulder,boulder,boulder,boulder,hammer,boulder,boulder,gem,gem,boulder,boulder,boulder,gem,gem,gem,gem,boulder
304,304,31,1,start,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,,,,,,,,,,,,,hammer,,,,,sword,enemy,hammer,,,sword,boulder,enemy,enemy,,,boulder,boulder,gem,enemy,enemy,boulder,boulder,gem
305,305,35,1,start,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,endClosed,,gem,boulder,boulder,,gem,gem,,hammer,boulder,,boulder,boulder,hammer,boulder,gem,,gem,gem,boulder,boulder,,gem,boulder,,boulder,boulder,boulder,boulder,hammer,,,,,gem,
306,306,38,1,start,grass,grass,grass,grass,grass,grass,grass,marsh,grass,marsh,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,marsh,marsh,grass,marsh,grass,grass,grass,grass,marsh,grass,grass,grass,endClosed,,,boulder,,,hammer,,hammer,gem,boulder,gem,gem,gem,gem,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,gem,gem,gem,boulder,gem,,,,hammer,gem,boulder,boulder,,
307,307,31,1,start,grass,grass,marsh,marsh,grass,grass,marsh,marsh,grass,marsh,grass,grass,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,marsh,grass,marsh,grass,grass,marsh,marsh,grass,marsh,marsh,grass,grass,grass,endClosed,,,boulder,warp,gem,,,gem,gem,boulder,gem,boulder,boulder,warp2,warp,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,,gem,boulder,boulder,gem,gem,,hammer,warp2,boulder,boulder,,
308,308,18,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,,boulder,warp2,hammer,,warp,boulder,boulder,boulder,boulder,boulder,boulder,boulder,gem,gem,boulder,boulder,gem,gem,gem,boulder,boulder,warp2,boulder,gem,boulder,,,hammer,warp,boulder,,,
309,309,48,1,start,grass,grass,grass,marsh,marsh,grass,grass,marsh,grass,marsh,marsh,grass,marsh,grass,grass,grass,marsh,marsh,marsh,marsh,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,,gem,gem,hammer,boulder,gem,,gem,gem,boulder,gem,boulder,boulder,boulder,gem,gem,gem,gem,boulder,boulder,boulder,gem,boulder,boulder,,boulder,hammer,hammer,boulder,boulder,,,
310,310,41,1,start,grass,grass,grass,marsh,marsh,grass,marsh,grass,marsh,grass,marsh,marsh,marsh,grass,marsh,grass,grass,marsh,grass,grass,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,sword,boulder,boulder,gem,gem,hammer,enemy,boulder,enemy,boulder,gem,enemy,gem,boulder,enemy,boulder,boulder,enemy,boulder,boulder,enemy,enemy,boulder,boulder,sword,boulder,hammer,,boulder,sword,,,,sword,
311,311,25,1,start,marsh,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,grass,marsh,marsh,grass,grass,grass,marsh,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,marsh,grass,marsh,endClosed,,,hammer,,warp,gem,gem,,gem,,,,,,,,gem,,,gem,,boulder,,,gem,warp,gem,boulder,,gem,,,,gem,,
312,312,40,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,marsh,grass,grass,marsh,grass,marsh,marsh,marsh,grass,grass,grass,marsh,marsh,marsh,marsh,grass,grass,marsh,ice,marsh,marsh,grass,endClosed,,,boulder,gem,gem,gem,,,,boulder,gem,gem,enemy,enemy,,,boulder,boulder,enemy,enemy,enemy,,warp,heart,enemy,warp,,enemy,,boulder,hammer,enemy,enemy,enemy,sword,
313,313,33,1,start,ice,ice,ice,ice,ice,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,,,gem,enemy,,,boulder,gem,warp,gem,,,,boulder,gem,boulder,,gem,gem,,boulder,gem,gem,warp,warp2,gem,boulder,,heart,gem,gem,boulder,warp2,
314,314,34,1,start,endClosed,grass,grass,marsh,marsh,ice,marsh,marsh,grass,grass,marsh,ice,marsh,marsh,grass,grass,grass,ice,ice,ice,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,grass,,,,heart,enemy,hammer,,,,boulder,gem,enemy,,,,boulder,warp2,gem,,,,warp,sword,warp,enemy,,boulder,gem,warp2,boulder,gem,enemy,,boulder,boulder,sword
315,315,24,1,start,grass,marsh,marsh,grass,grass,grass,ice,ice,ice,ice,grass,marsh,ice,grass,grass,ice,marsh,marsh,ice,grass,grass,ice,marsh,grass,ice,ice,ice,ice,grass,grass,grass,marsh,marsh,grass,endClosed,,,enemy,enemy,,sword,,warp,,,warp2,,enemy,,gem,gem,,enemy,enemy,,gem,gem,,enemy,,warp2,,,warp,boulder,hammer,,enemy,enemy,boulder,
316,316,40,1,start,grass,grass,marsh,marsh,grass,grass,grass,marsh,grass,grass,marsh,grass,marsh,grass,grass,marsh,grass,grass,marsh,grass,marsh,grass,grass,grass,marsh,grass,marsh,grass,grass,grass,marsh,marsh,grass,grass,endClosed,,,warp,enemy,enemy,gem,,,enemy,gem,hammer,enemy,,enemy,gem,gem,enemy,sword,,enemy,gem,enemy,,,,enemy,gem,enemy,,boulder,sword,enemy,enemy,warp,boulder,
317,317,22,1,start,grass,marsh,marsh,grass,grass,grass,grass,grass,marsh,grass,marsh,marsh,marsh,marsh,grass,grass,marsh,grass,marsh,grass,grass,marsh,grass,grass,marsh,marsh,marsh,marsh,marsh,grass,grass,grass,grass,grass,endClosed,,,enemy,enemy,gem,warp2,,,warp,enemy,gem,enemy,enemy,enemy,enemy,gem,gem,enemy,sword,enemy,gem,gem,enemy,sword,,enemy,enemy,enemy,enemy,enemy,warp2,warp,boulder,,,
318,318,38,1,start,grass,grass,marsh,marsh,marsh,marsh,marsh,grass,grass,marsh,marsh,grass,grass,marsh,grass,grass,marsh,marsh,marsh,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,marsh,grass,marsh,marsh,endClosed,,,gem,,enemy,hammer,,,,gem,,enemy,boulder,boulder,,,gem,,,,gem,,boulder,boulder,sword,gem,,,boulder,boulder,gem,,,boulder,,
319,319,33,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,marsh,marsh,grass,grass,grass,grass,marsh,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,,,,boulder,hammer,warp,boulder,gem,,gem,boulder,sword,enemy,boulder,gem,,boulder,boulder,gem,enemy,boulder,gem,gem,hammer,enemy,boulder,gem,,boulder,boulder,boulder,gem,warp,boulder,,
320,320,36,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,,gem,,boulder,boulder,gem,boulder,boulder,gem,,warp,boulder,gem,hammer,boulder,gem,gem,boulder,gem,hammer,boulder,gem,gem,boulder,boulder,boulder,gem,,warp,boulder,,hammer,,boulder,boulder,gem
321,321,23,1,start,grass,ice,ice,ice,ice,grass,grass,ice,grass,grass,grass,grass,ice,ice,grass,ice,ice,ice,grass,grass,ice,ice,grass,ice,grass,grass,ice,grass,grass,ice,ice,ice,ice,grass,endClosed,,boulder,,,,heart,,boulder,,,boulder,boulder,,,,boulder,,sword,,hammer,boulder,,,enemy,,gem,gem,,,,,,,,boulder,
322,322,16,1,start,marsh,ice,ice,ice,ice,ice,marsh,ice,marsh,marsh,ice,ice,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,ice,marsh,marsh,marsh,ice,endClosed,,,warp,,boulder,gem,,,,,,gem,,,,,warp2,enemy,,,heart,,,,,,warp2,,,,warp,,,,hammer,
323,323,12,1,start,grass,ice,ice,ice,ice,grass,grass,grass,grass,grass,ice,ice,ice,ice,ice,grass,ice,ice,grass,grass,ice,grass,ice,ice,grass,grass,endClosed,grass,ice,ice,ice,ice,ice,ice,ice,,hammer,gem,,,gem,boulder,,,boulder,,,gem,gem,gem,gem,boulder,,gem,,,gem,,,gem,,,,,,gem,,,,,gem
324,324,18,1,start,ice,ice,marsh,grass,grass,grass,marsh,ice,ice,marsh,grass,grass,marsh,ice,marsh,grass,grass,marsh,ice,ice,marsh,marsh,marsh,grass,marsh,ice,ice,ice,marsh,grass,grass,marsh,marsh,ice,endClosed,,,,warp,,,,,gem,,,,,,gem,,,heart,warp2,,gem,enemy,,enemy,,warp,gem,,,warp2,,,enemy,,,
325,325,16,1,start,ice,ice,ice,ice,ice,grass,marsh,ice,ice,marsh,ice,grass,marsh,ice,ice,marsh,ice,grass,marsh,ice,ice,marsh,ice,grass,marsh,ice,ice,marsh,ice,grass,grass,ice,ice,marsh,endClosed,,,gem,boulder,,gem,gem,,,,,,gem,,,,,,gem,,,,,,heart,,gem,,,gem,gem,,hammer,gem,enemy,
326,326,26,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,grass,grass,grass,grass,grass,ice,grass,marsh,marsh,marsh,marsh,grass,grass,ice,ice,marsh,grass,endClosed,,,,,,,,gem,gem,gem,gem,,,boulder,boulder,boulder,boulder,,,,,,,,,hammer,hammer,hammer,hammer,warp,warp,,,,,
327,327,11,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,,,boulder,sword,boulder,,,,,,,,warp,,,,,gem,gem,,warp,enemy,heart,,,,enemy,enemy,,,,boulder,
328,328,22,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,gem,enemy,hammer,gem,,,boulder,,boulder,boulder,gem,,gem,,hammer,,,heart,warp,heart,,,,,gem,warp,gem,boulder,gem,,,,boulder,
329,329,17,1,start,ice,marsh,ice,ice,marsh,ice,grass,ice,ice,grass,ice,ice,ice,marsh,ice,ice,marsh,ice,grass,ice,grass,ice,ice,grass,ice,ice,ice,grass,ice,ice,ice,marsh,ice,ice,endClosed,,,gem,,,gem,,gem,,,gem,,,,gem,,,warp2,,gem,,warp,,,gem,,,,gem,warp,,boulder,gem,,warp2,
330,330,7,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,heart,gem,warp2,,,boulder,,enemy,,,,warp2,,gem,enemy,sword,enemy,gem,,warp,,gem,,enemy,,boulder,,warp,boulder,,,,
331,331,18,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,,,,hammer,boulder,gem,,gem,,gem,enemy,,boulder,,,boulder,,,,gem,,,,gem,,,boulder,sword,boulder,,,,
332,332,33,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,grass,endClosed,ice,ice,ice,ice,grass,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,gem,,,,,gem,,gem,sword,heart,,,enemy,,,,,,gem,enemy,,,,,gem,,,gem,,,boulder,boulder,,,hammer
333,333,12,2,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,grass,ice,ice,ice,ice,ice,ice,ice,ice,ice,,,,,boulder,gem,,boulder,,,enemy,warp,,gem,hammer,,enemy,,,,,,gem,,,,warp,,gem,,hammer,boulder,boulder,boulder,boulder,heart
334,334,16,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,,,gem,gem,gem,sword,,,gem,,,,,,,,,heart,heart,gem,,gem,,,,,,,gem,,,gem,enemy,gem,,heart
335,335,21,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,endClosed,ice,ice,ice,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,,,gem,,,gem,warp,gem,,,gem,,gem,enemy,,warp2,,,enemy,gem,,sword,,,gem,,boulder,,warp,,gem,,boulder,warp2,boulder
336,336,14,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,gem,heart,heart,enemy,heart,gem,gem,,,,,enemy,,gem,heart,sword,enemy,,heart,,enemy,,,gem,,,,,gem,enemy,sword,heart,,,
337,337,22,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,grass,grass,grass,ice,ice,ice,grass,endClosed,grass,ice,ice,ice,grass,grass,grass,ice,ice,ice,ice,ice,ice,ice,ice,,,,sword,,enemy,enemy,,hammer,,heart,,,gem,gem,boulder,,heart,,gem,,gem,,enemy,,gem,gem,boulder,,gem,sword,,,gem,,enemy
338,338,17,1,ice,ice,ice,ice,marsh,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,heart,,,,enemy,gem,,gem,,heart,,,,,sword,,hammer,,,enemy,,,,,,gem,,boulder,,,gem,,,,,gem
339,339,28,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,marsh,marsh,ice,ice,ice,marsh,endClosed,marsh,ice,ice,ice,marsh,marsh,marsh,,,,boulder,gem,boulder,,heart,,,gem,,,,,,,,boulder,,,gem,gem,enemy,gem,gem,,gem,,gem,hammer,,,enemy,gem,gem
340,340,13,1,start,ice,ice,ice,ice,ice,ice,endClosed,marsh,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,,,,,gem,,,enemy,,boulder,,,enemy,boulder,gem,,,,,gem,sword,,,,boulder,,,gem,,gem,,,,,boulder
341,341,12,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,,,,,,hammer,boulder,,,,,,,boulder,,,boulder,,hammer,gem,gem,heart,gem,,gem,,enemy,gem,,gem,boulder,,,,gem,boulder
342,342,26,1,start,ice,ice,ice,ice,ice,ice,endClosed,marsh,ice,ice,ice,ice,ice,ice,ice,marsh,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,ice,marsh,ice,ice,ice,ice,ice,grass,ice,,,,,,gem,heart,,enemy,gem,,,,gem,,,enemy,,,,,gem,gem,,,,enemy,gem,enemy,sword,gem,,sword,sword,,sword
343,343,21,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,grass,ice,ice,ice,start,ice,grass,ice,ice,ice,grass,ice,ice,grass,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,heart,,,gem,,heart,,,gem,,gem,,,,,,,,gem,,gem,,,,,gem,,gem,,gem,heart,,,,gem,heart
344,344,14,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,,,,gem,warp,,gem,,,,,,,,gem,,enemy,gem,,warp2,gem,boulder,,,warp2,gem,,warp,gem,,,,,hammer,gem
345,345,17,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,,warp,,,hammer,gem,warp2,,,,gem,,gem,gem,,,warp,gem,,,,warp2,,gem,,boulder,boulder,,,,,boulder,
346,346,23,1,start,ice,grass,grass,ice,grass,ice,ice,ice,ice,ice,ice,grass,ice,ice,ice,ice,grass,grass,ice,ice,ice,ice,grass,ice,ice,ice,ice,ice,ice,grass,ice,grass,grass,ice,endClosed,,heart,,,heart,,,,enemy,enemy,,,gem,enemy,gem,gem,boulder,,gem,enemy,gem,gem,enemy,,,,enemy,enemy,,hammer,,heart,,,heart,
347,347,15,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,endClosed,,,,sword,sword,sword,,sword,,sword,,,sword,enemy,,enemy,,enemy,boulder,gem,boulder,gem,boulder,gem,gem,heart,gem,heart,gem,heart,enemy,,enemy,,enemy,
348,348,17,1,start,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,marsh,ice,ice,grass,ice,marsh,ice,marsh,grass,ice,grass,ice,marsh,ice,ice,grass,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,,warp2,gem,warp2,,,,,gem,enemy,,,gem,,enemy,sword,enemy,gem,sword,gem,,enemy,,,gem,,,,gem,warp,,,,gem,warp
349,349,19,1,start,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,marsh,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,gem,,,,gem,gem,warp2,gem,gem,,,,gem,enemy,gem,,,,gem,gem,gem,warp2,,,,,sword,gem,warp,gem,,,,warp,gem
350,350,15,1,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,start,ice,ice,ice,ice,ice,ice,endClosed,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,ice,,gem,,,warp,,gem,warp2,hammer,,boulder,gem,,gem,,,,,,,hammer,,,,,gem,,,gem,warp,boulder,warp2,gem,,,gem
351,351,14,99,start,sand,sand,sand,grass,sand,grass,grass,grass,sand,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,sand,sand,endClosed,,gem,gem,gem,,gem,,,,gem,,,,,,gem,,,,,,gem,,,,,,gem,,,,,,gem,gem,
352,352,19,1,start,sand,sand,sand,grass,grass,grass,sand,grass,sand,grass,grass,grass,sand,ice,sand,grass,grass,grass,grass,ice,sand,sand,sand,grass,grass,ice,ice,endClosed,sand,grass,grass,grass,sand,sand,sand,,gem,gem,gem,,,,gem,gem,gem,,,,gem,,gem,,,,,,gem,gem,gem,,,,,,gem,,,,gem,gem,gem
353,353,18,1,grass,grass,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,endClosed,grass,grass,,,,,,,,gem,,,gem,,,gem,,,,gem,boulder,,boulder,boulder,boulder,boulder,,gem,,,,,,,,,gem,
354,354,26,1,start,grass,grass,sand,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,sand,grass,grass,endClosed,,,,,,,,,,,gem,,gem,,gem,boulder,,gem,boulder,,boulder,boulder,boulder,boulder,gem,,boulder,,,gem,,gem,,,gem,
355,355,18,1,start,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,grass,sand,grass,grass,grass,grass,sand,grass,sand,grass,grass,grass,grass,sand,grass,grass,grass,grass,grass,grass,grass,endClosed,,,boulder,,,,,gem,,boulder,gem,,,,,,,boulder,boulder,boulder,,gem,,,,gem,,,gem,,,,boulder,,,
356,356,23,1,start,grass,grass,grass,grass,endClosed,grass,grass,grass,grass,grass,sand,grass,grass,sand,grass,grass,grass,grass,sand,grass,sand,grass,sand,grass,grass,sand,grass,sand,grass,grass,grass,grass,grass,grass,grass,,,boulder,,gem,,,gem,boulder,boulder,boulder,,,,,gem,boulder,gem,boulder,,boulder,,boulder,,,gem,,gem,,gem,hammer,,,boulder,,
357,357,20,1,start,sand,grass,sand,grass,grass,grass,grass,sand,grass,grass,grass,grass,sand,grass,sand,grass,grass,grass,grass,sand,grass,grass,grass,grass,sand,grass,sand,grass,grass,grass,grass,sand,grass,grass,endClosed,,,gem,,,,,gem,,gem,,,,,gem,,,,,gem,,gem,,,,,gem,,,,,gem,,gem,,
